Sex,Height,L,M,S,P3,P5,P10,P25,P50,P75,P85,P90,P95,P97
1,77,-0.999294215,10.27440527,0.077115837,8.972918744,9.11781325,9.350303042,9.766407722,10.27440527,10.83812738,11.16689855,11.4011129,11.7668991,12.01728627
1,77.5,-0.979897716,10.38901871,0.076995353,9.073267731,9.219922075,9.455148545,9.875875665,10.38901871,10.95778248,11.289158,11.52507288,11.8932524,12.14509038
1,78.5,-0.943555181,10.61724901,0.076769511,9.27309208,9.423242003,9.663907823,10.09383533,10.61724901,11.19612673,11.53275921,11.77212488,12.14519668,12.40002986
1,79.5,-0.91080778,10.84432907,0.076564374,9.47192154,9.625531353,9.871587899,10.31065794,10.84432907,11.43339148,11.77536897,12.01827111,12.39640999,12.65438854
1,80.5,-0.882026316,11.07048885,0.076380766,9.669970612,9.827000834,10.07839639,10.52655452,11.07048885,11.66984493,12.01728516,12.26383357,12.6472562,12.90856157
1,81.5,-0.857561667,11.29597453,0.076219662,9.867465098,10.02787289,10.28455342,10.7417502,11.29597453,11.90577397,12.25882589,12.50915553,12.89812222,13.16296835
1,82.5,-0.837750377,11.52104655,0.07608215,10.06464125,10.22838074,10.49029047,10.95648264,11.52104655,12.14148209,12.50032738,12.75459958,13.14941636,13.41805131
1,83.5,-0.822919198,11.74597768,0.075969382,10.26174496,10.4287674,10.69584915,11.17100044,11.74597768,12.37728721,12.7421419,13.00054571,13.40156684,13.6742748
1,84.5,-0.813388595,11.97105103,0.075882537,10.45903091,10.62928475,10.90148006,11.38556161,11.97105103,12.61351947,12.98463561,13.24738933,13.6550202,13.93212398
1,85.5,-0.809475279,12.19655799,0.075822785,10.65676178,10.83019257,11.10744159,11.60043192,12.19655799,12.85051907,13.22818647,13.49553926,13.91023979,14.19210372
1,86.5,-0.811493792,12.4227963,0.075791244,10.85520745,11.03175764,11.31399881,11.81588337,12.4227963,13.08863398,13.47318203,13.74541572,14.1677042,14.45473759
1,87.5,-0.8197572,12.65006791,0.075788944,11.0546442,11.2342528,11.52142229,12.03219261,12.65006791,13.32821763,13.72001718,13.99744832,14.42790576,14.72056689
1,88.5,-0.834576932,12.87867701,0.07581679,11.25535391,11.43795604,11.729987,12.24963938,12.87867701,13.56962661,13.96909189,14.25207386,14.691349,14.99014975
1,89.5,-0.856261805,13.10892794,0.075875517,11.45762324,11.64314963,11.93997121,12.46850502,13.10892794,13.81321822,14.22080884,14.50973427,14.95854908,15.26406025
1,90.5,-0.885116299,13.34112314,0.075965652,11.66174286,11.85011921,12.15165548,12.68907093,13.34112314,14.05934806,14.47557099,14.77087425,15.23003025,15.54288768
1,91.5,-0.921432943,13.5755615,0.076087468,11.86800626,12.05915274,12.36532155,12.91161745,13.5755615,14.30836781,14.73377926,15.03593913,15.50632408,15.82723547
1,92.5,-0.965501267,13.81253552,0.076240931,12.07670968,12.27054003,12.58125142,13.13642188,13.81253552,14.56062192,14.99582939,15.30537214,15.78796821,16.11772149
1,93.5,-1.017588552,14.05233041,0.076425662,12.28815023,12.48457136,12.7997264,13.36375794,14.05233041,14.81644595,15.2621099,15.57961215,16.07550416,16.41497639
1,94.5,-1.077941994,14.29522185,0.07664088,12.50262539,12.70153676,13.02102616,13.59389429,14.29522185,15.07616355,15.53299897,15.85909086,16.36947582,16.71964365
1,95.5,-1.146773671,14.54147499,0.076885365,12.72043131,12.92172471,13.24542786,13.82709389,14.54147499,15.3400845,15.80886196,16.14423022,16.6704272,17.03237842
1,96.5,-1.224269596,14.79134177,0.07715739,12.94186266,13.14542179,13.47320539,14.06361249,14.79134177,15.60850108,16.09004772,16.435439,16.97890086,17.35384839
1,97.5,-1.310558831,15.04506152,0.077454707,13.16720979,13.37291056,13.70462839,14.30369892,15.04506152,15.88168735,16.37688676,16.73311035,17.29543503,17.6847315
1,98.5,-1.405713355,15.30285949,0.077774507,13.39675772,13.60446875,13.9399615,14.54759427,15.30285949,16.15989645,16.6696879,17.03761835,17.62056129,18.02571601
1,99.5,-1.509717075,15.56494815,0.078113436,13.6307828,13.84036679,14.17946326,14.79553258,15.56494815,16.4433606,16.96873685,17.34931547,17.95480122,18.3774979
1,100.5,-1.622491233,15.83152429,0.078467542,13.86955335,14.08086791,14.42338546,15.04773906,15.83152429,16.73228676,17.27429143,17.66852815,18.29866436,18.74078304
1,101.5,-1.743825743,16.10277448,0.078832409,14.11332298,14.3262235,14.6719715,15.30443284,16.10277448,17.02686105,17.58658316,17.99555569,18.65264302,19.11628039
1,102.5,-1.873365511,16.37887678,0.079203258,14.3623275,14.57667057,14.92545486,15.56582724,16.37887678,17.32724961,17.90581651,18.33066799,19.01720839,19.5046992
1,103.5,-2.010641647,16.65999867,0.079574978,14.61678517,14.83243136,15.18405792,15.83212792,16.65999867,17.63359604,18.23216547,18.67410169,19.39280771,19.90675015
1,104.5,-2.154957918,16.94630912,0.079942558,14.8768847,15.09370466,15.44798851,16.10353776,16.94630912,17.94603443,18.56578254,19.02606388,19.77985667,20.32312999
1,105.5,-2.305458316,17.23797444,0.08030117,15.14278742,15.36066627,15.71743814,16.38025293,17.23797444,18.26468632,18.90679586,19.38672911,20.1787374,20.75452347
1,106.5,-2.461019713,17.53517134,0.080646757,15.41461403,15.63345894,15.99257708,16.66246685,17.53517134,18.58967772,19.25532299,19.75624737,20.58979116,21.20158343
1,107.5,-2.62033059,17.83808212,0.080976208,15.69244676,15.91219242,16.27355169,16.95036489,17.83808212,18.92113785,19.61147125,20.13474455,21.01331726,21.66492986
1,108.5,-2.781787762,18.14690821,0.0812881,15.97631447,16.19693164,16.56047764,17.24412681,18.14690821,19.25922069,19.97535804,20.52233698,21.44956767,22.14512329
1,109.5,-2.943638944,18.46185811,0.081582687,16.26619982,16.48769998,16.85343765,17.54391749,18.46185811,19.60409781,20.34710882,20.91913269,21.89875002,22.64266738
1,110.5,-3.103888502,18.78315936,0.081862656,16.56202375,16.78446659,17.15247356,17.84988762,18.78315936,19.95598136,20.72688185,21.32525216,22.36102622,23.15797665
1,111.5,-3.260482798,19.11103983,0.082132791,16.86365693,17.08715301,17.4575854,18.16216193,19.11103983,20.31510927,21.11486155,21.74082861,22.83652027,23.69138309
1,112.5,-3.411305599,19.44572803,0.082400213,17.17091316,17.39562697,17.76872619,18.48083577,19.44572803,20.68175356,21.51127205,22.16602327,23.32532325,24.24311525
1,113.5,-3.554288672,19.78744004,0.082674023,17.48355487,17.70970539,18.08580073,18.80596716,19.78744004,21.05620975,21.91637379,22.60102871,23.82750255,24.81329664
1,114.5,-3.687600863,20.13635563,0.082964333,17.80130995,18.02916633,18.40866976,19.13756712,20.13635563,21.43876754,22.3304406,23.04605609,24.34311131,25.40196582
1,115.5,-3.809599339,20.49262111,0.083282267,18.12386353,18.35374284,18.73714656,19.47560008,20.49262111,21.8297156,22.75376667,23.50134403,24.87219375,26.00905839
1,116.5,-3.919005213,20.85632542,0.083638758,18.45087764,18.68313795,19.0710044,19.81997697,20.85632542,22.22930525,23.18663214,23.96713325,25.41479043,26.63443908
1,117.5,-4.014882272,21.2274989,0.084044246,18.78199002,19.01702441,19.40997727,20.17055644,21.2274989,22.63774393,23.62929478,24.44365939,25.97093854,27.27790257
1,118.5,-4.096683061,21.60610366,0.084508001,19.11682286,19.35505216,19.75376486,20.52714418,21.60610366,23.05517462,24.08196605,24.93113135,26.54066898,27.93919453
1,119.5,-4.164160421,21.9920407,0.085038256,19.45497491,19.69684281,20.1020308,20.88949663,21.9920407,23.48168087,24.54481209,25.42972912,27.12400191,28.61800412
1,120.5,-4.217425718,22.3851382,0.085641503,19.79603451,20.0420005,20.45440956,21.25732015,22.3851382,23.91726195,25.01792347,25.93957405,27.72093757,29.31399641
1,121.5,-4.256802224,22.78516628,0.086323118,20.13956381,20.3900999,20.81050076,21.63027567,22.78516628,24.36185175,25.50133046,26.46073804,28.33145034,30.02679082
2,77,-0.957840869,10.08653219,0.081713853,8.739261615,8.888586869,9.128540802,9.55907995,10.08653219,10.674144,11.01794159,11.26334412,11.64739801,11.91084201
2,77.5,-0.935908436,10.19868351,0.081394448,8.839167516,8.990097375,9.232504092,9.667046213,10.19868351,10.78999185,11.13546634,11.38184191,11.76703846,12.03099456
2,78.5,-0.89621042,10.42217324,0.080780644,9.038517201,9.192590101,9.439808634,9.882231734,10.42217324,11.02093382,11.36987072,11.61830668,12.00603364,12.27123186
2,79.5,-0.863423474,10.64473659,0.080208403,9.23736905,9.39448496,9.646379965,10.09652511,10.64473659,11.25114165,11.60377608,11.85449919,12.24521487,12.51204563
2,80.5,-0.839250279,10.86657146,0.079687207,9.43587839,9.595921376,9.852343066,10.31005891,10.86657146,11.4809532,11.837632,12.09096109,12.48528658,12.75426396
2,81.5,-0.825395013,11.08788714,0.079225952,9.634213141,9.797050683,10.05783406,10.52297639,11.08788714,11.71072003,12.07190393,12.32825177,12.72697467,12.99873959
2,82.5,-0.823487667,11.30890397,0.078832728,9.832552217,9.998035565,10.26300074,10.73543239,11.30890397,11.94080449,12.30706872,12.56694308,12.97102053,13.24634405
2,83.5,-0.834997067,11.52985331,0.078514592,10.03108351,10.19904933,10.46800322,10.94759478,11.52985331,12.17157684,12.54361009,12.80761383,13.21817476,13.49796154
2,84.5,-0.861125495,11.75097872,0.078277372,10.23000087,10.40027462,10.67301464,11.15964652,11.75097872,12.40341329,12.78201467,13.05084457,13.46919053,13.75448195
2,85.5,-0.90275588,11.97253416,0.078125431,10.42950375,10.60190372,10.87822198,11.37178607,11.97253416,12.63669132,13.02276601,13.29721122,13.72481792,14.01679695
2,86.5,-0.960308955,12.19478883,0.078061602,10.62979128,10.80413535,11.08382637,11.5842315,12.19478883,12.87179128,13.26634311,13.54728098,13.98579574,14.28578915
2,87.5,-1.033704489,12.41802682,0.078087089,10.83106129,11.00717426,11.29004337,11.79722112,12.41802682,13.10909353,13.51321579,13.80160677,14.25284528,14.56232653
2,88.5,-1.122303405,12.64254963,0.078201515,11.03350713,11.21122918,11.49710258,12.01101528,12.64254963,13.34897889,13.76384274,14.06072319,14.52666298,14.84725316
2,89.5,-1.224887418,12.86867851,0.07840306,11.23731521,11.41651085,11.70524667,12.22589739,12.86867851,13.59182967,14.01867037,14.32514317,14.80791321,15.14137958
2,90.5,-1.339655646,13.09675786,0.078688751,11.44266196,11.62322932,11.91472966,12.44217465,13.09675786,13.83803305,14.27813372,14.59535621,15.0972208,15.44547079
2,91.5,-1.464342037,13.32715202,0.079054697,11.64971679,11.83159463,12.12581512,12.66017439,13.32715202,14.08797892,14.54265433,14.87182549,15.39516617,15.76023982
2,92.5,-1.596224732,13.56025156,0.079496621,11.85863674,12.04181213,12.33877299,12.88024501,13.56025156,14.34206849,14.81264629,15.15499004,15.70227723,16.0863298
2,93.5,-1.732305592,13.79646793,0.080010179,12.06957102,12.25408376,12.55387711,13.10275007,13.79646793,14.6007123,15.08851573,15.44526407,16.01902591,16.42430655
2,94.5,-1.869440665,14.03623165,0.080591346,12.28266198,12.46860734,12.77140239,13.32806438,14.03623165,14.86433237,15.37066369,15.74303877,16.34582383,16.77464616
2,95.5,-2.004558693,14.27998232,0.081236502,12.49805271,12.68558031,12.99162337,13.55656614,14.27998232,15.13335566,15.65948286,16.04868075,16.68302101,17.13773099
2,96.5,-2.134764169,14.5281658,0.08194262,12.71588767,12.9051993,13.21481233,13.78863356,14.5281658,15.40821452,15.95535951,16.36253385,17.0309025,17.51383737
2,97.5,-2.257524917,14.78122196,0.082707038,12.93632124,13.12766544,13.44123956,14.02463766,14.78122196,15.68933564,16.25866615,16.68491497,17.38968816,17.90313512
2,98.5,-2.370762249,15.03957746,0.083527227,13.15952176,13.35318702,13.67117381,14.2649386,15.03957746,15.97713269,16.56975626,17.01611063,17.75953058,18.30568297
2,99.5,-2.472965302,15.30363303,0.084400264,13.38568043,13.58198599,13.9048846,14.50988056,15.30363303,16.2719909,16.88895128,17.35636782,18.14051413,18.72143304
2,100.5,-2.563140425,15.5737634,0.085322654,13.61500935,13.81429721,14.14264285,14.759793,15.5737634,16.57426445,17.21653714,17.70589007,18.5326498,19.15022213
2,101.5,-2.640873937,15.8503043,0.086289668,13.84775164,14.05037619,14.38472456,15.01498669,15.8503043,16.88425753,17.55274622,18.06482316,18.93587281,19.59178174
2,102.5,-2.706178899,16.1335593,0.087295416,14.08417388,14.29049454,14.63141037,15.27575841,16.1335593,17.20222861,17.89775821,18.4332529,19.35003441,20.04572382
2,103.5,-2.759500412,16.42379037,0.088332358,14.32457385,14.53494603,14.88298893,15.54238872,16.42379037,17.52837462,18.2516835,18.8111906,19.77489735,20.51154925
2,104.5,-2.801578893,16.72122308,0.089391426,14.56927503,14.78404331,15.13975644,15.8151455,16.72122308,17.86283343,18.61456222,19.1985691,20.21012731,20.98863696
2,105.5,-2.833376069,17.02604617,0.090461996,14.81862634,15.03811803,15.40201748,16.09428485,17.02604617,18.20567994,18.98635782,19.5952351,20.65528582,21.47624048
2,106.5,-2.855987198,17.33841369,0.09153201,15.07299942,15.29751915,15.67008464,16.38005272,17.33841369,18.55692603,19.3669544,20.00094429,21.10982248,21.97348019
2,107.5,-2.870584724,17.65844486,0.092588053,15.33278813,15.56261274,15.94427872,16.67268526,17.65844486,18.91651802,19.75615211,20.41535516,21.57306793,22.47933846
2,108.5,-2.878341197,17.98622785,0.093615622,15.59840399,15.83377861,16.2249273,16.97241047,17.98622785,19.28434006,20.15366815,20.83802746,22.04422649,22.99264818
2,109.5,-2.880404823,18.32181829,0.094599184,15.87027673,16.11141079,16.5123649,17.27944769,18.32181829,19.66021061,20.55913174,21.2684158,22.5223689,23.51208703
2,110.5,-2.877853767,18.66524194,0.095522442,16.14885045,16.39591448,16.80693136,17.5940083,18.66524194,20.04388538,20.97208562,21.7058694,23.00642737,24.03616881
2,111.5,-2.871676584,19.01649457,0.096368448,16.43458256,16.6877053,17.10897135,17.91629559,19.01649457,20.43505617,21.39198329,22.14962753,23.49518765,24.56323314
2,112.5,-2.86277466,19.37553957,0.097119646,16.72794483,16.98720984,17.41883434,18.24650364,19.37553957,20.8333469,21.81818429,22.59881442,23.98728419,25.09144275
2,113.5,-2.851915004,19.74231348,0.097758211,17.02941648,17.29486046,17.73687191,18.58481884,19.74231348,21.23832075,22.24995962,23.05244169,24.48119347,25.61876629
2,114.5,-2.839760032,20.11672014,0.098265916,17.33948852,17.61109835,18.06343891,18.93141779,20.11672014,21.64947133,22.6864823,23.50939939,24.97522873,26.14297963
2,115.5,-2.826824189,20.4986363,0.098624434,17.65865664,17.93636825,18.39889081,19.28646882,20.4986363,22.06622967,23.12683271,23.96845835,25.46753358,26.66164921
2,116.5,-2.813480089,20.88790914,0.09881529,17.98742223,18.27111906,18.74358385,19.65013122,20.88790914,22.48795967,23.56999284,24.42826397,25.95607618,27.17212889
2,117.5,-2.799924586,21.28435965,0.09882,18.32628747,18.61580027,19.09787338,20.02255635,21.28435965,22.91396132,24.01484769,24.8873352,26.43864271,27.67154822
2,118.5,-2.786142221,21.6877854,0.098620143,18.67575115,18.97085907,19.46211272,20.40388907,21.6877854,23.34347238,24.46018471,25.34406179,26.91283039,28.15680318
2,119.5,-2.771843402,22.09796571,0.098197431,19.03630228,19.33673586,19.83665164,20.79427025,22.09796571,23.77567219,24.90469458,25.79670194,27.37603973,28.62454542
2,120.5,-2.756365595,22.51466977,0.097533789,19.4084109,19.71385824,20.22183471,21.19384134,22.51466977,24.20968794,25.34697329,26.24338024,27.82546527,29.07117005
2,121.5,-2.738514883,22.93766971,0.09661143,19.79251446,20.10263208,20.61799935,21.6027518,22.93766971,24.64460473,25.78552592,26.68208549,28.25808429,29.49280125
